analysis_date,title,doi,pmid,altmetric_jid,issns,journal,authors,type,altmetric_id,schema,is_oa,publisher_subjects,cited_by_posts_count,cited_by_tweeters_count,cited_by_accounts_count,last_updated,score,url,added_on,published_on,scopus_subjects,readers_count,details_url,cohorts.doc,cohorts.pub,cohorts.sci,cohorts.com,context.all.count,context.all.mean,context.all.rank,context.all.pct,context.all.higher_than,context.journal.count,context.journal.mean,context.journal.rank,context.journal.pct,context.journal.higher_than,context.similar_age_3m.count,context.similar_age_3m.mean,context.similar_age_3m.rank,context.similar_age_3m.pct,context.similar_age_3m.higher_than,context.similar_age_journal_3m.count,context.similar_age_journal_3m.mean,context.similar_age_journal_3m.rank,context.similar_age_journal_3m.pct,context.similar_age_journal_3m.higher_than,history.1y,history.6m,history.3m,history.1m,history.1w,history.6d,history.5d,history.4d,history.3d,history.2d,history.1d,history.at,readers.citeulike,readers.mendeley,readers.connotea,images.small,images.medium,images.large,cited_by_feeds_count,isbns,handles,cited_by_msm_count,cited_by_fbwalls_count
19_09_2022,Cyclooxygenases as Potential PET Imaging Biomarkers to Explore Neuroinflammation in Dementia,10.2967/jnumed.121.263199,35649646,4f6fa6293cf058f610007da6,"['0161-5505', '2159-662X']",Journal of Nuclear Medicine,"['Bruny V. Kenou', 'Lester S. Manly', 'Sara B. Rubovits', 'Somachukwu A. Umeozulu', 'Maia G. Van Buskirk', 'Andrea S. Zhang', 'Victor W. Pike', 'Paolo Zanotti-Fregonara', 'Ioline D. Henter', 'Robert B. Innis']",article,129179981,1.5.4,False,"[{'name': 'Clinical Sciences', 'scheme': 'era'}]",12,7,12,1656162538,42.35,http://dx.doi.org/10.2967/jnumed.121.263199,1654185388,1654041600,"['Health Sciences', 'Medicine']",5,https://www.altmetric.com/details.php?citation_id=129179981,,6,,1.0,21467494.0,9.934790229278338,751293.0,96.0,20716031.0,3927.0,7.59314845938376,154.0,96.0,3772.0,280054.0,13.725717475914978,13451.0,95.0,266630.0,67.0,13.849343283582092,4.0,94.0,63.0,42.35,42.35,42.35,12.1,0,0,0,0,0,0,0,42.35,0,5,0,https://badges.altmetric.com/?size=64&score=43&types=mmmttttt,https://badges.altmetric.com/?size=100&score=43&types=mmmttttt,https://badges.altmetric.com/?size=180&score=43&types=mmmttttt,,,,5.0,
